Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S004713;24/03/2021;13:35;CALL. BRAVO MURILLO;111;TETUÁN;Alcance;Despejado;Todo terreno;Conductor;MAYOR DE 74 AÑOS;Hombre;
2021S004713;24/03/2021;13:35;CALL. BRAVO MURILLO;111;TETUÁN;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S004644;24/03/2021;13:30;AVDA. REAL DE PINTO / CALL. DOCTOR MARTIN AREVALO;-;VILLAVERDE;Colisión lateral;;Otros vehículos con motor;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S004644;24/03/2021;13:30;AVDA. REAL DE PINTO / CALL. DOCTOR MARTIN AREVALO;-;VILLAVERDE;Colisión lateral;;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S004699;24/03/2021;13:05;CALL. JUANITA CRUZ / CALL. MARIA DE MAEZTU;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S004646;24/03/2021;12:45;CALL. AREQUIPA / GTA. SANDRO PERTINI;-;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S004646;24/03/2021;12:45;CALL. AREQUIPA / GTA. SANDRO PERTINI;-;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S004643;24/03/2021;12:25;CALL. JESUS DEL PINO;32;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S004643;24/03/2021;12:25;CALL. JESUS DEL PINO;32;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S004643;24/03/2021;12:25;CALL. JESUS DEL PINO;32;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;07
2021S004638;24/03/2021;11:25;CALL. MATILDE HERNANDEZ;77;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S004638;24/03/2021;11:25;CALL. MATILDE HERNANDEZ;77;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peatón;DE 30 A 34 AÑOS;Mujer;14
2021S004706;24/03/2021;11:00;CALL. TROMPAS / CALL. PLATILLOS;-;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S004706;24/03/2021;11:00;CALL. TROMPAS / CALL. PLATILLOS;-;LATINA;Colisión lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;01
2021S004706;24/03/2021;11:00;CALL. TROMPAS / CALL. PLATILLOS;-;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S004636;24/03/2021;10:35;CALL. EMBAJADORES;474;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S004636;24/03/2021;10:35;CALL. EMBAJADORES;474;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Peatón;DE 30 A 34 AÑOS;Hombre;06
2021S004639;24/03/2021;10:12;CALL. SERRANO JOVER;3;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S004639;24/03/2021;10:12;CALL. SERRANO JOVER;3;CENTRO;Caída;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S004692;24/03/2021;9:50;CALL. CAMPAÑA / CTRA. COLMENAR VIEJO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S004692;24/03/2021;9:50;CALL. CAMPAÑA / CTRA. COLMENAR VIEJO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S004714;24/03/2021;9:35;GTA. PUENTE DE SEGOVIA 3;-;LATINA;Colisión lateral;Despejado;Camión rígido;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S004714;24/03/2021;9:35;GTA. PUENTE DE SEGOVIA 3;-;LATINA;Colisión lateral;Despejado;Camión rígido;Conductor;DE 60 A 64 AÑOS;Hombre;14
2021S004632;24/03/2021;9:30;CALL. SALVADOR DE MADARIAGA;7;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S004632;24/03/2021;9:30;CALL. SALVADOR DE MADARIAGA;7;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S004716;24/03/2021;9:00;CALL. DUQUESA DE PARCENT;4;LATINA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S004716;24/03/2021;9:00;CALL. DUQUESA DE PARCENT;4;LATINA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S004691;24/03/2021;8:50;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S004691;24/03/2021;8:50;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;DE 0 A 5 AÑOS;Hombre;
2021S004691;24/03/2021;8:50;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S004691;24/03/2021;8:50;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;
2021S004630;24/03/2021;8:40;CALL. VIA LUSITANA / CALL. THALER;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;06
2021S004630;24/03/2021;8:40;CALL. VIA LUSITANA / CALL. THALER;-;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S004708;24/03/2021;8:15;CALL. FERMIN CABALLERO / AVDA. BETANZOS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S004708;24/03/2021;8:15;CALL. FERMIN CABALLERO / AVDA. BETANZOS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;01
2021S004708;24/03/2021;8:15;CALL. FERMIN CABALLERO / AVDA. BETANZOS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;07
2021S004708;24/03/2021;8:15;CALL. FERMIN CABALLERO / AVDA. BETANZOS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DESCONOCIDA;;
2021S004628;24/03/2021;8:00;CALL. CEA BERMUDEZ;24;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S004628;24/03/2021;8:00;CALL. CEA BERMUDEZ;24;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2021S004628;24/03/2021;8:00;CALL. CEA BERMUDEZ;24;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;07
2021S004637;24/03/2021;5:43;AUTOV. M-23, PK 0,300 (M-30 CALZADA 2 SALIDA M-23);-;MORATALAZ;Vuelco;Despejado;Furgoneta;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S004637;24/03/2021;5:43;AUTOV. M-23, PK 0,300 (M-30 CALZADA 2 SALIDA M-23);-;MORATALAZ;Vuelco;Despejado;Furgoneta;Pasajero;DE 15 A 17 AÑOS;Mujer;
2021S004768;25/03/2021;23:10;CALL. MATAPOZUELOS / CTRA. CANILLAS;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;07
2021S004768;25/03/2021;23:10;CALL. MATAPOZUELOS / CTRA. CANILLAS;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S004768;25/03/2021;23:10;CALL. MATAPOZUELOS / CTRA. CANILLAS;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S004767;25/03/2021;23:00;CALL. BARRILERO; 2C;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S004767;25/03/2021;23:00;CALL. BARRILERO; 2C;RETIRO;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S004767;25/03/2021;23:00;CALL. BARRILERO; 2C;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S004766;25/03/2021;22:40;CALL. ALCALA;72;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S004766;25/03/2021;22:40;CALL. ALCALA;72;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14
2021S004766;25/03/2021;22:40;CALL. ALCALA;72;SALAMANCA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S004762;25/03/2021;22:00;CALL. OCA / CALL. GENERAL RICARDOS;-;CARABANCHEL;Colisión fronto-lateral;;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S004762;25/03/2021;22:00;CALL. OCA / CALL. GENERAL RICARDOS;-;CARABANCHEL;Colisión fronto-lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S004762;25/03/2021;22:00;CALL. OCA / CALL. GENERAL RICARDOS;-;CARABANCHEL;Colisión fronto-lateral;;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;14
2021S004764;25/03/2021;21:50;CALL. MARCELO USERA / TRVA. SAN FILIBERTO;-;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S004764;25/03/2021;21:50;CALL. MARCELO USERA / TRVA. SAN FILIBERTO;-;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Hombre;14
2021S004806;25/03/2021;21:45;AVDA. MONFORTE DE LEMOS / AVDA. BETANZOS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S004806;25/03/2021;21:45;AVDA. MONFORTE DE LEMOS / AVDA. BETANZOS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S004794;25/03/2021;21:35;PASEO. SAN FRANCISCO DE SALES / AVDA. PABLO IGLESIAS;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;01
2021S004794;25/03/2021;21:35;PASEO. SAN FRANCISCO DE SALES / AVDA. PABLO IGLESIAS;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S004763;25/03/2021;21:30;CALL. ALCALA;638;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S004763;25/03/2021;21:30;CALL. ALCALA;638;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Hombre;14
2021S004763;25/03/2021;21:30;CALL. ALCALA;638;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S004765;25/03/2021;21:20;CALL. VIRGEN DE LORETO / CALL. VIRGEN DEL PORTILLO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S004765;25/03/2021;21:20;CALL. VIRGEN DE LORETO / CALL. VIRGEN DEL PORTILLO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S004765;25/03/2021;21:20;CALL. VIRGEN DE LORETO / CALL. VIRGEN DEL PORTILLO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;14
2021S004765;25/03/2021;21:20;CALL. VIRGEN DE LORETO / CALL. VIRGEN DEL PORTILLO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;14
2021S004757;25/03/2021;21:12;CALL. GOMEZ DE AVELLANEDA / CALL. EMILIO FERRARI;-;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S004757;25/03/2021;21:12;CALL. GOMEZ DE AVELLANEDA / CALL. EMILIO FERRARI;-;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;
2021S004757;25/03/2021;21:12;CALL. GOMEZ DE AVELLANEDA / CALL. EMILIO FERRARI;-;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S004793;25/03/2021;21:02;AVDA. ALBERTO ALCOCER / CALL. DOCTOR FLEMING;-;CHAMARTÍN;Colisión lateral;Se desconoce;Turismo;Conductor;DESCONOCIDA;;
2021S004793;25/03/2021;21:02;AVDA. ALBERTO ALCOCER / CALL. DOCTOR FLEMING;-;CHAMARTÍN;Colisión lateral;Se desconoce;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S004761;25/03/2021;21:00;CTRA. CASTILLA, +00400E;-;MONCLOA-ARAVACA;Colisión frontal;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2021S004761;25/03/2021;21:00;CTRA. CASTILLA, +00400E;-;MONCLOA-ARAVACA;Colisión frontal;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14
2021S004800;25/03/2021;20:55;CALL. AMOR HERMOSO / CALL. MAMERTO LOPEZ;-;USERA;Colisión lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S004800;25/03/2021;20:55;CALL. AMOR HERMOSO / CALL. MAMERTO LOPEZ;-;USERA;Colisión lateral;;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S004817;25/03/2021;20:55;CALL. MENDEZ ALVARO;72;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14
2021S004817;25/03/2021;20:55;CALL. MENDEZ ALVARO;72;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;DE 6 A 9 AÑOS;Hombre;07
2021S004758;25/03/2021;20:50;AUTOV. M-11, SALIDA 2,8;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14
2021S004758;25/03/2021;20:50;AUTOV. M-11, SALIDA 2,8;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14
2021S004758;25/03/2021;20:50;AUTOV. M-11, SALIDA 2,8;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14
2021S004758;25/03/2021;20:50;AUTOV. M-11, SALIDA 2,8;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S004759;25/03/2021;20:40;CALL. ANUNCIACION;1;RETIRO;Colisión múltiple;;Turismo;Peatón;DE 45 A 49 AÑOS;Mujer;
2021S004756;25/03/2021;20:40;CALL. ALCALA;253;CIUDAD LINEAL;Colisión fronto-lateral;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S004756;25/03/2021;20:40;CALL. ALCALA;253;CIUDAD LINEAL;Colisión fronto-lateral;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S005403;25/03/2021;20:15;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;22;LATINA;Colisión fronto-lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S005403;25/03/2021;20:15;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;22;LATINA;Colisión fronto-lateral;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S004750;25/03/2021;19:30;CALL. COVARRUBIAS;5;CHAMBERÍ;Choque contra obstáculo fijo;;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S004752;25/03/2021;19:00;IDB. PARQUE LINEAL DEL MANZANARES;0;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01
2021S004746;25/03/2021;18:42;PLAZA. AGATA;3;VILLAVERDE;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S004746;25/03/2021;18:42;PLAZA. AGATA;3;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S004753;25/03/2021;18:35;CALL. RIOS ROSAS;52;CHAMBERÍ;Colisión frontal;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;07
2021S004753;25/03/2021;18:35;CALL. RIOS ROSAS;52;CHAMBERÍ;Colisión frontal;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S004753;25/03/2021;18:35;CALL. RIOS ROSAS;52;CHAMBERÍ;Colisión frontal;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;14
2021S004741;25/03/2021;18:10;CALL. CARABANCHEL BAJO / AVDA. POBLADOS;-;CARABANCHEL;Alcance;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S004741;25/03/2021;18:10;CALL. CARABANCHEL BAJO / AVDA. POBLADOS;-;CARABANCHEL;Alcance;;Turismo;Pasajero;DE 10 A 14 AÑOS;Hombre;
2021S004741;25/03/2021;18:10;CALL. CARABANCHEL BAJO / AVDA. POBLADOS;-;CARABANCHEL;Alcance;;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;
2021S004741;25/03/2021;18:10;CALL. CARABANCHEL BAJO / AVDA. POBLADOS;-;CARABANCHEL;Alcance;;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S004741;25/03/2021;18:10;CALL. CARABANCHEL BAJO / AVDA. POBLADOS;-;CARABANCHEL;Alcance;;Turismo;Pasajero;DE 15 A 17 AÑOS;Mujer;
2021S004741;25/03/2021;18:10;CALL. CARABANCHEL BAJO / AVDA. POBLADOS;-;CARABANCHEL;Alcance;;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S004737;25/03/2021;18:10;CALL. ALCALA / AVDA. MENENDEZ PELAYO;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S004737;25/03/2021;18:10;CALL. ALCALA / AVDA. MENENDEZ PELAYO;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;02
2021S004737;25/03/2021;18:10;CALL. ALCALA / AVDA. MENENDEZ PELAYO;-;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;03
2021S004737;25/03/2021;18:10;CALL. ALCALA / AVDA. MENENDEZ PELAYO;-;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;03
2021S004739;25/03/2021;18:00;PNTE. SEGOVIA;0;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S004739;25/03/2021;18:00;PNTE. SEGOVIA;0;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S004748;25/03/2021;18:00;AVDA. LOGROÑO;70;BARAJAS;Atropello a persona;Despejado;Autobús;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S004748;25/03/2021;18:00;AVDA. LOGROÑO;70;BARAJAS;Atropello a persona;Despejado;Autobús;Peatón;DE 0 A 5 AÑOS;Mujer;02
2021S004748;25/03/2021;18:00;AVDA. LOGROÑO;70;BARAJAS;Atropello a persona;Despejado;Autobús;Peatón;DE 50 A 54 AÑOS;Hombre;14
2021S004748;25/03/2021;18:00;AVDA. LOGROÑO;70;BARAJAS;Atropello a persona;Despejado;Autobús;Peatón;DE 30 A 34 AÑOS;Hombre;14
2021S004744;25/03/2021;18:00;CALL. SANTA ENGRACIA;173;CHAMBERÍ;Caída;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S004744;25/03/2021;18:00;CALL. SANTA ENGRACIA;173;CHAMBERÍ;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;02
2021S004744;25/03/2021;18:00;CALL. SANTA ENGRACIA;173;CHAMBERÍ;Caída;Despejado;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Hombre;02
2021S004744;25/03/2021;18:00;CALL. SANTA ENGRACIA;173;CHAMBERÍ;Caída;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S004732;25/03/2021;17:50;AUTOV. M-30, +01000E;-;PUENTE DE VALLECAS;Alcance;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S004732;25/03/2021;17:50;AUTOV. M-30, +01000E;-;PUENTE DE VALLECAS;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S005176;25/03/2021;17:30;CALL. LOS YEBENES;6;LATINA;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;Mujer;
2021S005176;25/03/2021;17:30;CALL. LOS YEBENES;6;LATINA;Colisión lateral;;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Tractocamión;Conductor;DE 60 A 64 AÑOS;Hombre;02
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Autobús;Conductor;DE 60 A 64 AÑOS;Hombre;01
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;01
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;07
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;02
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;02
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;02
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;14
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;06
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;01
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;DE 15 A 17 AÑOS;Mujer;07
2021S004742;25/03/2021;17:00;AVDA. MEDITERRANEO;41;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S004729;25/03/2021;16:50;CALL. LAGASCA;127;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S004729;25/03/2021;16:50;CALL. LAGASCA;127;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S004734;25/03/2021;15:22;AVDA. VALLADOLID;83;MONCLOA-ARAVACA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S004734;25/03/2021;15:22;AVDA. VALLADOLID;83;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S004726;25/03/2021;15:20;CALL. TALAMANCA DEL JARAMA;2;VILLA DE VALLECAS;Caída;Despejado;Autobús;Conductor;DESCONOCIDA;;
2021S004726;25/03/2021;15:20;CALL. TALAMANCA DEL JARAMA;2;VILLA DE VALLECAS;Caída;Despejado;Autobús;Pasajero;DE 15 A 17 AÑOS;Mujer;07
2021S004726;25/03/2021;15:20;CALL. TALAMANCA DEL JARAMA;2;VILLA DE VALLECAS;Caída;Despejado;Autobús;Pasajero;DE 15 A 17 AÑOS;Hombre;07
2021S004749;25/03/2021;15:15;PASEO. CASTELLANA / AVDA. GENERAL PERON;-;TETUÁN;Alcance;;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
